Identifier,Type,AttributeType,Sequence,Displayable,Searchable,Comparable,Facetable,STOREDISPLAY,Merchandisable,AttributeField1,AttributeField2,AttributeField3,LanguageId,Name,Description,SecondaryDescription,AssociatedKeyword,Field1,Footnote,UnitOfMeasure,Store,HeaderName,MultiLang,MultiValue,MinOcurrences,MaxLength,LkupType,AttrValPrefix,LkupTableName,SequencingEnabled,FacetableMultiSelect
EMR Select Line Size CTA,STRING,2,3341,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Select Line Size,EMR Select Line Size CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Purchase Software CTA,STRING,2,3342,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Purchase Software,EMR Purchase Software CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Download Basic Version CTA,STRING,2,3343,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Download Basic Version,EMR Download Basic Version CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR PCIe,STRING,1,3344,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,PCIe,EMR PCIe,PCIe,,,,,EMR,PCIe,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,PCIe Lookup Table,,TRUE
EMR CPU Core Count,STRING,1,3345,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,CPU Core Count,EMR CPU Core Count,CPU Core Count,,,,,EMR,CPU Core Count,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,CPU Core Count Lookup Table,,TRUE
EMR CPU Power,STRING,1,3346,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,CPU Power,EMR CPU Power,CPU Power,,,,,EMR,CPU Power,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,CPU Power Lookup Table,,TRUE
EMR Storage,STRING,1,3347,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Storage,EMR Storage,Storage,,,,,EMR,Storage,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Storage Lookup Table,,TRUE
EMR Non-Volatile RAM,STRING,1,3348,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Non-Volatile RAM,EMR Non-Volatile RAM,Non-Volatile RAM,,,,,EMR,Non-Volatile RAM,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Non-Volatile RAM Lookup Table,,TRUE
EMR Form Factor,STRING,1,3349,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Form Factor,EMR Form Factor,Form Factor,,,,,EMR,Form Factor,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Form Factor Lookup Table,,TRUE
EMR Fitting Type,STRING,1,3350,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Fitting Type,EMR Fitting Type,Fitting Type,,,,,EMR,Fitting Type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Fitting Type Lookup Table,TRUE,TRUE
EMR Body Material,STRING,1,3351,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Body Material,EMR Body Material,Body Material,,,,,EMR,Body Material,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Body Material Lookup Table,TRUE,TRUE
EMR Subbase Plate Type,STRING,1,3352,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Subbase Plate Type,EMR Subbase Plate Type,Subbase Plate Type,,,,,EMR,Subbase Plate Type,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Subbase Plate Type Lookup Table,,TRUE
EMR External Memory,STRING,1,3353,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,External Memory,EMR External Memory,External Memory,,,,,EMR,External Memory,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,External Memory Lookup Table,,TRUE
EMR Valve Standard,STRING,1,3354,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Valve Standard,EMR Valve Standard,Valve Standard,,,,,EMR,Valve Standard,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Valve Standard Lookup Table,,TRUE
EMR Air Preparation Type,STRING,1,3355,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Air Preparation Type,EMR Air Preparation Type,Air Preparation Type,,,,,EMR,Air Preparation Type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Air Preparation Type Lookup Table,TRUE,TRUE
EMR Air Preparation Accessory Type,STRING,1,3356,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Air Preparation Accessory Type,EMR Air Preparation Accessory Type,Air Preparation Accessory Type,,,,,EMR,Air Preparation Accessory Type,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Air Preparation Accessory Type Lookup Table,,TRUE
EMR Electrical Connection Valve System,STRING,1,3357,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Electrical Connection Valve System,EMR Electrical Connection Valve System,Electrical Connection Valve System,,,,,EMR,Electrical Connection Valve System,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Electrical Connection Valve System Lookup Table,,TRUE
EMR Download Select CTA,STRING,2,3358,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Download Select,EMR Download Select CTA,Download Select,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR View User Manual CTA,STRING,2,3359,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,View User Manual,EMR View User Manual CTA,View User Manual,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Select Application CTA,STRING,2,3360,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Select Application,EMR Select Application CTA,Select Application,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR HideView,STRING,1,3361,TRUE,TRUE,FALSE,FALSE,,TRUE,,,,-1,HideView,EMR HideView,,,,,,EMR,HideView,FALSE,250,0,1300,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,TRUE,FALSE
EMR PDP Assembly Modal,STRING,1,3429,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,PDP Assembly Modal,EMR PDP Assembly Modal,,,,,,EMR,PDP Assembly Modal,FALSE,1,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,TRUE,FALSE
EMR Valve Function,STRING,1,3432,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Valve Function,EMR Valve Function,,,,,,EMR,Valve Function,TRUE,50,0,70,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Valve Function Lookup Table,TRUE,TRUE
EMR Orifice,STRING,2,3445,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Orifice,EMR Orifice,,,,,,EMR,Orifice,FALSE,20,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR MOP Option,STRING,2,3446,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,MOP Option,EMR MOP Option,,,,,,EMR,MOP Option,TRUE,20,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Power Assembly,STRING,2,3447,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,-1,Power Assembly,EMR Power Assembly,,,,,,EMR,Power Assembly,FALSE,20,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Measurement System,STRING,1,3448,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Measurement System,EMR Measurement System,,,,,,EMR,Measurement System,TRUE,20,0,50,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Measurement System Lookup Table,TRUE,TRUE
EMR Contains Elecrical Accessories,STRING,1,3451,TRUE,TRUE,FALSE,TRUE,,TRUE,,,,-1,Contains Elecrical Accessories,EMR Contains Elecrical Accessories,,,,,,EMR,Contains Elecrical Accessories,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Contains Elecrical Accessories Lookup Table,TRUE,FALSE
EMR Performance Features,STRING,1,3473,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Performance Features,EMR Performance Features,,,,,,EMR,Performance Features,FALSE,20,0,300,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Service Reminders,STRING,1,3474,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Service Reminders,EMR Service Reminders,,,,,,EMR,Service Reminders,FALSE,20,0,300,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Fan Options,STRING,1,3477,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Fan Options,EMR Fan Options,,,,,,EMR,Fan Options,TRUE,70,0,300,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Fan Options Lookup Table,TRUE,TRUE
EMR Security Features,STRING,1,3478,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Security Features,EMR Security Features,,,,,,EMR,Security Features,TRUE,70,0,300,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Security Features Lookup Table,TRUE,TRUE
EMR Terminals,STRING,2,3481,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Terminals,EMR Terminals,,,,,,EMR,Terminals,TRUE,70,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Pilot Duty,STRING,2,3483,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Pilot Duty,EMR Pilot Duty,,,,,,EMR,Pilot Duty,TRUE,70,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Brands Replaced,STRING,2,3484,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Brands Replaced,EMR Brands Replaced,,,,,,EMR,Brands Replaced,FALSE,70,0,500,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Rod Angle,STRING,2,3487,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Rod Angle,EMR Rod Angle,,,,,,EMR,Rod Angle,FALSE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Maximum Operating Pressure Differential,STRING,2,3489,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Maximum Operating Pressure Differential,EMR Maximum Operating Pressure Differential,,,,,,EMR,Maximum Operating Pressure Differential,FALSE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,TRUE
EMR Maximum Media Temperature,STRING,2,3490,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Maximum Media Temperature,EMR Maximum Media Temperature,,,,,,EMR,Maximum Media Temperature,TRUE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Friction Loss Equivalent Length,STRING,2,3491,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Friction Loss Equivalent Length,EMR Friction Loss Equivalent Length,,,,,,EMR,Friction Loss Equivalent Length,TRUE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Maximum Operating Pressure,STRING,2,3492,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Maximum Operating Pressure,EMR Maximum Operating Pressure,,,,,,EMR,Maximum Operating Pressure,FALSE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,TRUE
EMR Analog Input,STRING,1,3495,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Analog Input,EMR Analog Input,,,,,,EMR,Analog Input,TRUE,20,0,50,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Analog Input Lookup Table,TRUE,FALSE
EMR System Switch,STRING,2,3476,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,System Switch,EMR System Switch,,,,,,EMR,System Switch,TRUE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Temperature Setpoint Range,STRING,2,3482,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Temperature Setpoint Range,EMR Temperature Setpoint Range,,,,,,EMR,Temperature Setpoint Range,TRUE,70,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Connections,STRING,2,3485,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Connections,EMR Connections,,,,,,EMR,Connections,TRUE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Element Length,STRING,2,3486,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Element Length,EMR Element Length,,,,,,EMR,Element Length,FALSE,70,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Control,STRING,1,3496,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Control,EMR Control,,,,,,EMR,Control,TRUE,20,0,75,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Control Lookup Table,TRUE,FALSE
EMR Digital Output,STRING,2,3497,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Digital Output,EMR Digital Output,,,,,,EMR,Digital Output,TRUE,20,0,250,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Display,STRING,1,3498,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Display,EMR Display,,,,,,EMR,Display,TRUE,20,0,50,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Display Lookup Table,TRUE,FALSE
EMR Type of Input,STRING,2,3499,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Type of Input,EMR Type of Input,,,,,,EMR,Type of Input,TRUE,20,0,20,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Amps. Inductive Locked Rotor,STRING,2,3509,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Amps. Inductive Locked Rotor,EMR Amps. Inductive Locked Rotor,,,,,,EMR,Amps. Inductive Locked Rotor,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,String,TRUE,FALSE
EMR Coil Resistance,STRING,2,3517,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Coil Resistance,EMR Coil Resistance,,,,,,EMR,Coil Resistance,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Pilot Head Type,STRING,2,3532,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Pilot Head Type,EMR Pilot Head Type,,,,,,EMR,Pilot Head Type,TRUE,1,0,20,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Product Height (in),STRING,2,3556,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Product Height (in),EMR Product Height (in),,,,,,EMR,Product Height (in),TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Product Length (in),STRING,2,3557,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Product Length (in),EMR Product Length (in),,,,,,EMR,Product Length (in),TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Product Width (in),STRING,2,3558,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Product Width (in),EMR Product Width (in),,,,,,EMR,Product Width (in),TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Secondary VA,STRING,2,3560,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Secondary VA,EMR Secondary VA,,,,,,EMR,Secondary VA,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR VA Inrush (Max.),STRING,2,3577,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,VA Inrush (Max.),EMR VA Inrush (Max.),,,,,,EMR,VA Inrush (Max.),TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR VA Nominal,STRING,2,3578,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,VA Nominal,EMR VA Nominal,,,,,,EMR,VA Nominal,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR VA Output,STRING,2,3579,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,VA Output,EMR VA Output,,,,,,EMR,VA Output,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Adjustable Superheat,STRING,2,3604,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Adjustable Superheat,EMR Adjustable Superheat,,,,,,EMR,Adjustable Superheat,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Capillary Tube Length,STRING,2,3605,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Capillary Tube Length,EMR Capillary Tube Length,,,,,,EMR,Capillary Tube Length,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Refrigerant Code,STRING,2,3606,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Refrigerant Code,EMR Refrigerant Code,,,,,,EMR,Refrigerant Code,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Superheat Setting,STRING,2,3607,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Superheat Setting,EMR Superheat Setting,,,,,,EMR,Superheat Setting,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Cage Code,STRING,2,3608,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Cage Code,EMR Cage Code,,,,,,EMR,Cage Code,FALSE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Port Reference,STRING,2,3610,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Port Reference,EMR Port Reference,,,,,,EMR,Port Reference,FALSE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Internal Check,STRING,2,3611,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Internal Check,EMR Internal Check,,,,,,EMR,Internal Check,FALSE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Application Notes,STRING,2,3511,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,System.Object[],EMR Application Notes,,,,,,EMR,Application Notes,TRUE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Auxiliary Switch,STRING,2,3512,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Auxiliary Switch,EMR Auxiliary Switch,,,,,,EMR,Auxiliary Switch,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Blower Motor Speed Taps,STRING,2,3513,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,-1,Blower Motor Speed Taps,EMR Blower Motor Speed Taps,,,,,,EMR,Blower Motor Speed Taps,FALSE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Bulb Detail,STRING,2,3514,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Bulb Detail,EMR Bulb Detail,,,,,,EMR,Bulb Detail,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Condenser Fan Motor,STRING,2,3522,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Condenser Fan Motor,EMR Condenser Fan Motor,,,,,,EMR,Condenser Fan Motor,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Program Periods Per Day,STRING,2,3559,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Program Periods Per Day,EMR Program Periods Per Day,,,,,,EMR,Program Periods Per Day,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Switch Timings (Seconds),STRING,2,3561,TRUE,FALSE,TRUE,FALSE,,FALSE,,,,-1,Switch Timings (Seconds),EMR Switch Timings (Seconds),,,,,,EMR,Switch Timings (Seconds),TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Number of Coils,STRING,1,3599,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Number of Coils,EMR Number of Coils,,,,,,EMR,Number of Coils,TRUE,20,0,250,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Number of Coils Lookup Table,TRUE,TRUE
EMR Relieving Standard,STRING,1,3600,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Relieving Standard,EMR Relieving Standard,,,,,,EMR,Relieving Standard,TRUE,20,0,250,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Relieving Standard Lookup Table,TRUE,TRUE
EMR Cylinder Function,STRING,1,3601,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Cylinder Function,EMR Cylinder Function,,,,,,EMR,Cylinder Function,TRUE,20,0,250,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Cylinder Function Lookup Table,TRUE,TRUE
EMR View CAD CTA,STRING,2,3703,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,View CAD,EMR View CAD CTA,,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,TRUE,FALSE
EMR View Catalog Sheet CTA,STRING,2,3704,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,View Catalog Sheet,EMR View Catalog Sheet CTA,,,,,,EMR,,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,TRUE,FALSE
EMR Test  Color,STRING,2,8888,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Color Test Only,Test Color attribute addition,,,,,,EMR,Test Color,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Test Cuteness,STRING,1,4444,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Cuteness Level,Primary Desc of EMR Cuteness,,,,,,EMR,Cuteness,TRUE,1,0,50,STRING_ENUMERATION,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,TRUE
EMR Follow Us CTA,STRING,2,3333,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Follow Us,Primary Desc of EMR Follow Us CTA,,,,,,EMR,,FALSE,1,0,1000,,Attribute_Dictionary_Defining_Attributes_All_EMR_Core_Attributes,,FALSE,FALSE
EMR Utility Belt_Simple Instructions,STRING,2,2222,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Simple Instructions,Primary Desc of EMR Utilitiby Belt Simple Instructions,,,,,,EMR,,FALSE,1,0,1000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,FALSE,FALSE
